ddodyear,censuscode,deathcount
2022,6570,4
2022,6670,6
2022,6680,17
2022,6690,4
2022,6695,1
2022,6770,5
2022,6870,18
2022,6880,1
2022,6890,7
2022,6970,6
2022,6991,11
2022,6992,5
2022,7071,21
2022,7072,5
2022,7190,1
2022,7270,21
2022,7280,18
2022,7290,15
2022,7370,8
2022,7380,19
2022,7390,4
2022,7460,3
2022,7470,5
2022,7490,6
2022,7570,2
2022,7590,3
2022,7670,6
2022,7680,5
2022,7690,28
2022,7770,5
2022,7780,1
2022,7860,109
2022,7870,31
2022,7880,1
2022,7890,1
2022,7970,14
2022,7980,10
2022,7990,1
2022,8080,3
2022,8090,9
2022,8170,25
2022,8180,2
2022,8191,92
2022,8192,3
2022,8270,17
2022,8290,1
2022,8370,17
2022,8390,1
2022,8470,3
2022,8561,1
2022,8562,1
2022,8563,1
2022,8564,26
2022,8570,2
2022,8590,7
2022,8660,3
2022,8670,1
2022,8680,73
2022,8690,3
2022,8770,15
2022,8790,2
2022,8870,2
2022,8891,2
2022,8980,13
2022,8990,3
2022,9070,5
2022,9080,3
2022,9090,3
2022,9160,7
2022,9170,8
2022,9180,1
2022,9190,1
2022,9290,2
2022,9370,2
2022,9380,1
2022,9390,32
2022,9470,14
2022,9480,7
2022,9490,4
2022,9570,1
2022,9590,3
2023,0170,14
2023,0180,4
2023,0190,3
2023,0270,3
2023,0280,1
2023,0290,2
2023,0480,1
2023,0490,1
2023,0570,11
2023,0670,2
2023,0690,2
2023,0770,84
2023,1070,1
2023,1090,2
2023,1180,1
2023,1270,3
2023,1280,1
2023,1290,7
2023,1370,1
2023,1480,2
2023,1590,1
2023,1691,7
2023,1870,2
2023,1880,2
2023,1890,2
2023,1990,6
2023,2070,1
2023,2370,1
2023,2490,5
2023,2590,1
2023,2670,3
2023,2680,2
2023,2770,2
2023,2790,1
2023,2870,5
2023,2980,2
2023,2990,1
2023,3080,1
2023,3291,7
2023,3365,3
2023,3380,1
2023,3390,9
2023,3490,1
2023,3570,3
2023,3580,6
2023,3590,3
2023,3680,6
2023,3770,3
2023,3875,1
2023,3895,2
2023,3960,3
2023,3990,38
2023,4070,1
2023,4090,1
2023,4170,3
2023,4195,1
2023,4270,2
2023,4280,2
2023,4370,2
2023,4390,1
2023,4470,1
2023,4490,1
2023,4560,1
2023,4590,4
2023,4670,7
2023,4690,4
2023,4770,5
2023,4780,2
2023,4795,3
2023,4870,3
2023,4880,2
2023,4890,1
2023,4971,10
2023,4972,1
2023,4980,2
2023,5070,5
2023,5080,1
2023,5090,3
2023,5170,3
2023,5180,1
2023,5190,2
2023,5275,3
2023,5370,2
2023,5381,2
2023,5391,1
2023,5480,1
2023,5490,6
2023,5580,1
2023,5670,1
2023,5790,40
2023,6070,8
2023,6080,6
2023,6090,1
2023,6170,25
2023,6180,10
2023,6190,4
2023,6280,1
2023,6290,11
2023,6370,14
2023,6380,2
2023,6390,9
2023,6470,7
2023,6480,3
2023,6570,5
2023,6670,4
2023,6680,19
2023,6690,1
2023,6695,1
2023,6770,2
2023,6870,21
2023,6890,2
2023,6970,9
2023,6991,17
2023,6992,4
2023,7071,23
2023,7072,4
2023,7190,1
2023,7270,11
2023,7280,6
2023,7290,12
2023,7370,6
2023,7380,20
2023,7390,2
2023,7460,4
2023,7470,2
2023,7480,2
2023,7490,2
2023,7590,1
2023,7670,4
2023,7680,11
2023,7690,15
2023,7770,7
2023,7780,2
2023,7790,4
2023,7860,98
2023,7870,32
2023,7880,1
2023,7890,3
2023,7970,6
2023,7980,1
2023,7990,1
2023,8070,1
2023,8080,3
2023,8090,8
2023,8170,12
2023,8180,4
2023,8191,81
2023,8270,16
2023,8290,4
2023,8370,16
2023,8470,11
2023,8561,2
2023,8562,2
2023,8563,2
2023,8564,23
2023,8570,3
2023,8660,10
2023,8680,51
2023,8690,8
2023,8770,21
2023,8780,1
2023,8790,1
2023,8870,7
2023,8891,5
2023,8970,1
2023,8980,2
2023,8990,4
2023,9070,6
2023,9080,3
2023,9090,4
2023,9160,22
2023,9170,8
2023,9290,5
2023,9370,1
2023,9380,2
2023,9390,27
2023,9470,15
2023,9480,7
2023,9490,6
2023,9570,2
2023,9590,2
